Language	Concept	IPA	Cognate Class	ASJP	SCA
gdh	bone	haɖi	3	hadi	HATI
pmd	bone	haɽa	3	hara	HARA
pkh	bone	haɾa	3	hara	HARA
psh	bone	haɾda	3	harda	HARTA
gkt	bone	haɾdi	3	hardi	HARTI
grp	bone	haɾɡaŋ	3	hargaN	HARKAN
gch	bone	həɖi	3	h3di	HETI
gok	bone	hʌda	3	hoda	HETA
ktg	bone	padik	4	padik	PATIK
mad	bone	ped̆eka	4	pedeka	PETEKA
gar	bone	pəɖeka	4	p3deka	PETEKA
gam	bone	pəɖeka	4	p3deka	PETEKA
glb	bone	poi̯tɪka	4	poitika	PUTIKA
ght	bone	pʌdeka	4	podeka	PETEKA
mdh	bone	pʌdeka	4	podeka	PETEKA
mku	bone	pʌdeka	4	podeka	PETEKA
gse	bone	pʌɖeka	4	podeka	PETEKA
mso	bone	pʌɖeka	4	podeka	PETEKA
mud	bone	pʌɖeka	4	podeka	PETEKA
pmd	boy	(dʒiwan)pirɡa	1	dZiwanpirga	TSIWANPIRKA
lxg	boy	kaːnɖi	2	kandi	KANTI
gut	boy	kamdi	2	kamdi	KAMTI
mad	boy	maɣi	3	maxi	MAGI
gbh	boy	mari	3	mari	MARI
bhb	boy	peːka	4	peka	PEKA
bhm	boy	peːkal	4	pekal	PEKAL
bhs	boy	peːkal	4	pekal	PEKAL
dog	boy	pedal	5	pedal	PETAL
mbh	boy	pedal	5	pedal	PETAL
rui	boy	ped̪al	5	pedal	PETAL
gki	boy	peɖal	5	pedal	PETAL
ktg	boy	peka	4	peka	PEKA
mdh	boy	pekal	4	pekal	PEKAL
mku	boy	pekal	4	pekal	PEKAL
mal	boy	pekal	4	pekal	PEKAL
gba	boy	pekal	4	pekal	PEKAL
mso	boy	pekal	4	pekal	PEKAL
mlj	boy	pekal	4	pekal	PEKAL
mud	boy	pekal	4	pekal	PEKAL
gok	boy	pekor	4	pekor	PEKUR
get	boy	pekʌl	4	pekol	PEKEL
goa	boy	pɛdʌl	5	pEdol	PETEL
gra	boy	pɛɖal	5	pEdal	PETAL
gcj	boy	pɛrɡʌl	4	pErgol	PERKEL
gni	boy	pora	5	pora	PURA
gja	boy	poral	5	poral	PURAL
pkh	boy	sʌmbar	6	sombar	SEMPAR
psh	boy	sʌmbər(asitor)	6	somb3rasitor	SEMPERASITUR
met	boy	t̪eka	7	teka	TEKA
grp	boy	tudal	8	tudal	TYTAL
ght	boy	tudal	8	tudal	TYTAL
glb	boy	tudal	8	tudal	TYTAL
ggg	boy	tudal	8	tudal	TYTAL
khu	boy	tudal	8	tudal	TYTAL
bhe	boy	tudal	8	tudal	TYTAL
prg	boy	tudal	8	tudal	TYTAL
gar	boy	tudal	8	tudal	TYTAL
gam	boy	tudal	8	tudal	TYTAL
gwa	boy	tudal	8	tudal	TYTAL
gch	boy	tudal	8	tudal	TYTAL
gdh	boy	tudal	8	tudal	TYTAL
gtd	boy	tula	8	tula	TYLA
gkt	boy	ʈuɖal	8	tudal	TYTAL
gka	boy	ʈuɖal	8	tudal	TYTAL
gse	boy	ʈuɭal	8	tuLal	TYLAL
pmd	breast	-----	?	-----	-----
bhb	breast	-----	?	-----	-----
gbh	breast	bʰomˑu	1	bh~omu	PUMY
mbh	breast	bokˑu	2	boku	PUKY
mad	breast	boko,aɾiuli	2	boko, ariuli	PUKU, ARILI
mal	breast	boku,ariul	2	boku, ariul	PUKY, ARIL
goa	breast	boku,d̪udo	2	boku, dudo	PUKY, TYTU
bhm	breast	bomːʌ	3	bomo	PUME
bhs	breast	bomːʌ	3	bomo	PUME
lxg	breast	d̪uˑd̪ɔ	4	dudo	TYTU
get	breast	dudo	4	dudo	TYTU
gja	breast	dudo	4	dudo	TYTU
gba	breast	dudo	4	dudo	TYTU
gni	breast	d̪ud̪o	4	dudo	TYTU
mso	breast	d̪ud̪õ	4	dudo	TYTU
met	breast	hʌai̯	5	hoai	HE
gam	breast	mau	6	mau	MA
mlj	breast	pal	7	pal	PAL
mud	breast	pal	7	pal	PAL
gcj	breast	paɾ	7	par	PAR
gra	breast	sat̪ʰi	8	sath~i	SATI
mku	breast	sati	8	sati	SATI
gok	breast	sati	8	sati	SATI
gtd	breast	sina	9	sina	SINA
dog	breast	ʃi̯ati	8	Siati	SITI
gut	breast	tsaˑt̪ʰi	8	tsath~i	TSATI
rui	breast	tsʰi̯ati	8	tsh~iati	TSITI
ggg	breast	tʃata	8	tSata	TSATA
khu	breast	tʃata	8	tSata	TSATA
grp	breast	tʃati	8	tSati	TSATI
ght	breast	tʃati	8	tSati	TSATI
glb	breast	tʃati	8	tSati	TSATI
ktg	breast	tʃati	8	tSati	TSATI
mdh	breast	tʃati	8	tSati	TSATI
gkt	breast	tʃati	8	tSati	TSATI
psh	breast	tʃati	8	tSati	TSATI
pkh	breast	tʃati	8	tSati	TSATI
bhe	breast	tʃati	8	tSati	TSATI
prg	breast	tʃati	8	tSati	TSATI
gki	breast	tʃati	8	tSati	TSATI
gar	breast	tʃati	8	tSati	TSATI
gwa	breast	tʃati	8	tSati	TSATI
gch	breast	tʃati	8	tSati	TSATI
gdh	breast	tʃati	8	tSati	TSATI
gka	breast	tʃʰat̪i	8	tSh~ati	TSATI
gse	breast	tʃʰat̪i	8	tSh~ati	TSATI
gja	broken	(ɡʌndʒə)orta	1	gondZ3orta	KENTSEURTA
ght	broken	numtal	2	numtal	NYMTAL
gse	broken	numtaɭ	2	numtaL	NYMTAL
bhs	broken	oːɾʈi	3	orti	URTI
mso	broken	oht̪t̪u	3	ohttu	UHTY
prg	broken	orsat	3	orsat	URSAT
gch	broken	orsat	3	orsat	URSAT
bhe	broken	orsita	3	orsita	URSITA
mdh	broken	orta	3	orta	URTA
grp	broken	ortal	3	ortal	URTAL
ggg	broken	ortal	3	ortal	URTAL
gam	broken	ortal	3	ortal	URTAL
mlj	broken	oɾt̪a	3	orta	URTA
gba	broken	paitha	4	paitha	PATHA
get	broken	pait̪ha,orta	4	paitha, orta	PATHA, URTA
gra	broken	t̪iut̪a	5	tiuta	TITA
mbh	broken	u̯iɾɣt̪e	5	uirxte	YRGTE
gkt	broken	urt̪a	5	urta	YRTA
khu	broken	urtal	5	urtal	YRTAL
gcj	broken	urtul	5	urtul	YRTYL
gdh	broken	urunta	5	urunta	YRYNTA
goa	broken	urʌnt̪a	5	uronta	YRENTA
gbh	broken	uɾuɡʰi	5	urugh~i	YRYKI
bhm	broken	uɾuŋɡt̪ʌ	5	uruNgto	YRYNKTE
bhb	broken	uɾuŋt̪a	5	uruNta	YRYNTA
gut	broken	uɾuŋtʌ	5	uruNto	YRYNTE
mal	broken	varita	5	varita	BARITA
met	broken	ʋeɾit̪a	5	werita	WERITA
mud	broken	ʌɾo	5	oro	ERU
pmd	broken	warsit	5	warsit	WARSIT
gtd	broken	warta	5	warta	WARTA
psh	broken	wartaɭ	5	wartaL	WARTAL
pkh	broken	wartaɭ	5	wartaL	WARTAL
mad	broken	woŋ(ʃet̪ʌ)	5	woNSeto	WUNSETE
ktg	broken	worta	5	worta	WURTA
dog	broken	worta	5	worta	WURTA
mku	broken	worta	5	worta	WURTA
gok	broken	worta	5	worta	WURTA
rui	broken	wort̪a	5	worta	WURTA
gar	broken	wortal	5	wortal	WURTAL
gwa	broken	wortal	5	wortal	WURTAL
lxg	broken	wort̪ʌ	5	worto	WURTE
gki	broken	woɾt̪a	5	worta	WURTA
gka	broken	woɾtu	5	wortu	WURTY
glb	broken	wʌruntu	5	woruntu	WERYNTY
gni	broken	βort̪a	5	borta	BURTA
mbh	broom	epˑuɣai	1	epuxai	EPYGA
mad	broom	epo	1	epo	EPU
met	broom	epoiji	1	epoiyi	EPUJI
bhb	broom	eppuɾ	1	eppur	EPYR
gbh	broom	epuɾu	1	epuru	EPYRY
mal	broom	ɡʌdʌse,epʰo	2	godose, eph~o	KETESE, EPU
get	broom	hepur	1	hepur	HEPYR
goa	broom	hɛbru	1	hEbru	HEPRY
ggg	broom	kaisar	3	kaisar	KASAR
khu	broom	kaisar	3	kaisar	KASAR
prg	broom	kaisar	3	kaisar	KASAR
gar	broom	kaisar	3	kaisar	KASAR
gam	broom	kaisar	3	kaisar	KASAR
gch	broom	kaisar	3	kaisar	KASAR
grp	broom	kai̯sar	3	kaisar	KASAR
ght	broom	kai̯sar	3	kaisar	KASAR
glb	broom	kai̯sar	3	kaisar	KASAR
ktg	broom	kai̯sar	3	kaisar	KASAR
gkt	broom	kai̯sar	3	kaisar	KASAR
psh	broom	kai̯sar	3	kaisar	KASAR
pmd	broom	kai̯sar	3	kaisar	KASAR
pkh	broom	kai̯sar	3	kaisar	KASAR
gra	broom	kaisaɾ	3	kaisar	KASAR
bhe	broom	kaisər	3	kais3r	KASER
gdh	broom	kaisər	3	kais3r	KASER
gut	broom	kai̯səɾ	3	kais3r	KASER
gwa	broom	kaisur	3	kaisur	KASYR
gok	broom	kai̯sur	3	kaisur	KASYR
gcj	broom	kai̯sʌra	3	kaisora	KASERA
gse	broom	kɑiʃaɾ	3	kaiSar	KASAR
gki	broom	kei̯seɾ	3	keiser	KESER
gja	broom	kei̯sur	3	keisur	KESYR
gba	broom	kei̯sur	3	keisur	KESYR
gtd	broom	kesare	3	kesare	KESARE
gka	broom	kəi̯sar	3	k3isar	KESAR
rui	broom	kəser	3	k3ser	KESER
dog	broom	kʌi̯seɾ	3	koiser	KESER
lxg	broom	kʌi̯sɛːr	3	koisEr	KESER
gni	broom	kʌi̯sɛr	3	koisEr	KESER
bhs	broom	kʌsuːɾ	3	kosur	KESYR
bhm	broom	kʌsuˑɾ	3	kosur	KESYR
mdh	broom	kʌsur	3	kosur	KESYR
mku	broom	kʌsur	3	kosur	KESYR
mlj	broom	kʌsuɾ	3	kosur	KESYR
mud	broom	kʌsuɾ	3	kosur	KESYR
mso	broom	sil	4	sil	SIL
ggg	buffalo	aɖamiŋ	1	adamiN	ATAMIN
khu	buffalo	aɖmi	1	admi	ATMI
bhe	buffalo	aɖmi	1	admi	ATMI
gwa	buffalo	aɖmi	1	admi	ATMI
gch	buffalo	aɖmi	1	admi	ATMI
gdh	buffalo	aɖmi	1	admi	ATMI
gkt	buffalo	arami	1	arami	ARAMI
pkh	buffalo	arami	1	arami	ARAMI
grp	buffalo	ardami	1	ardami	ARTAMI
ght	buffalo	ardami	1	ardami	ARTAMI
glb	buffalo	ardami	1	ardami	ARTAMI
gtd	buffalo	ardami	1	ardami	ARTAMI
gcj	buffalo	ardami	1	ardami	ARTAMI
prg	buffalo	ardmi	1	ardmi	ARTMI
psh	buffalo	armi	1	armi	ARMI
ktg	buffalo	bai̯si	2	baisi	PASI
gbh	buffalo	bare	3	bare	PARE
goa	buffalo	barei	3	barei	PARE
met	buffalo	barei̯	3	barei	PARE
mdh	buffalo	bʰaisi	2	bh~aisi	PASI
mku	buffalo	bʰaisi	2	bh~aisi	PASI
pmd	buffalo	bhai̯si	2	bhaisi	PHASI
gok	buffalo	bʰãi̯si	2	bh~aisi	PASI
gja	buffalo	bʰaisi,eɖemi	2	bh~aisi, edemi	PASI, ETEMI
mlj	buffalo	bhʌĩsa	2	bhoisa	PHESA
get	buffalo	bʰʌre	3	bh~ore	PERE
bhm	buffalo	bʌre	3	bore	PERE
bhs	buffalo	bʌre	3	bore	PERE
bhb	buffalo	bʌre	3	bore	PERE
gba	buffalo	bʌrei	3	borei	PERE
mad	buffalo	erami	4	erami	ERAMI
gam	buffalo	erdmi	4	erdmi	ERTMI
mal	buffalo	ɛrami	4	Erami	ERAMI
gka	buffalo	ɛrɖmi	4	Erdmi	ERTMI
lxg	buffalo	ɛrəmɪ	4	Er3mi	EREMI
rui	buffalo	hermi	4	hermi	HERMI
dog	buffalo	heɾmi	4	hermi	HERMI
gki	buffalo	heɾmi	4	hermi	HERMI
gut	buffalo	hɛrmiʔ	4	hErmi7	HERMIH
gse	buffalo	jɛrɖmi	4	yErdmi	JERTMI
gni	buffalo	jɛrmi	4	yErmi	JERMI
gra	buffalo	jɛɾmi	4	yErmi	JERMI
mbh	buffalo	kond̪a	5	konda	KUNTA
mud	buffalo	ʌɾm	4	orm	ERM
mso	buffalo	ʌɾmi	4	ormi	ERMI
gar	buffalo	yerdmi	6	ierdmi	YRTMI
gch	burn	-----	?	-----	-----
bhe	burn	(kaɖusit)natur,masa	1	kadusitnatur, masa	KATYSITNATYR, MASA
gbh	burn	bʰodtʃu(du)	2	bh~odtSudu	PUTTSYTY
dog	burn	boɾstoɾ,boɾsa	3	borstor, borsa	PURSTUR, PURSA
ght	burn	horkʌrustʌr	4	horkorustor	HURKERYSTER
gse	burn	hoɾdusitur,kaluʃitu	5	hordusitur, kaluSitu	HURTYSITYR, KALYSITY
lxg	burn	impkd̪ːuvet̪ːʌ,boɖsʌ	6	impkduveto, bodso	IMPKTYBETE, PUTSE
gdh	burn	kaɖusətul,masemsən	6	kadus3tul, masems3n	KATYSETYL, MASEMSEN
gar	burn	kalusimatur,kalatur	7	kalusimatur, kalatur	KALYSIMATYR, KALATYR
gwa	burn	kalusital,waiʃen,kaluseʌ	7	kalusital, waiSen, kaluseo	KALYSITAL, WASEN, KALYSE
gkt	burn	kalvsmat̪a,kalusina	7	kalvsmata, kalusina	KALBSMATA, KALYSINA
gka	burn	kaɭut,kaɭusim	7	kaLut, kaLusim	KALYT, KALYSIM
gam	burn	kaɭutʃimatur,karawa	7	kaLutSimatur, karawa	KALYTSIMATYR, KARAWA
gja	burn	karusekemanta,borsiwata	8	karusekemanta, borsiwata	KARYSEKEMANTA, PURSIWATA
ggg	burn	kispatuŋ,masa	9	kispatuN, masa	KISPATYN, MASA
prg	burn	koɖusət,pətitə	A	kodus3t, p3tit3	KUTYSET, PETITE
gcj	burn	kʌrusim	B	korusim	KERYSIM
pkh	burn	kʌrusimatoɭ	B	korusimatoL	KERYSIMATUL
pmd	burn	kʌrusitol,kʌrasun	B	korusitol, korasun	KERYSITUL, KERASYN
met	burn	kʌruʃt̪a,maʃiʃt̪a	B	koruSta, maSiSta	KERYSTA, MASISTA
mal	burn	kʌrʌvisata,kʌrvta	B	korovisata, korvta	KEREBISATA, KERBTA
mad	burn	kʌrʌvisihʌtʌ,kiskim	B	korovisihoto, kiskim	KEREBISIHETE, KISKIM
bhm	burn	kʌʃʌʈʌ	B	koSoto	KESETE
khu	burn	mastur,maʃi	C	mastur, maSi	MASTYR, MASI
bhs	burn	niːɛt̪a	D	niEta	NITA
gtd	burn	olkarusematol,parsihan	B	olkarusematol, parsihan	ULKARYSEMATUL, PARSIHAN
mdh	burn	paitekitur,pai̯ʈekem	E	paitekitur, paitekem	PATEKITYR, PATEKEM
gok	burn	pai̯tur	E	paitur	PATYR
mlj	burn	paja	E	paya	PAJA
mku	burn	poi̯tekitur,poi̯tekim	E	poitekitur, poitekim	PUTEKITYR, PUTEKIM
bhb	burn	pot̪a	E	pota	PUTA
get	burn	potita,(nirvoʔ)	E	potita, nirvo7	PUTITA, NIRBUH
ktg	burn	potitur	E	potitur	PUTITYR
mud	burn	pot̪t̪ana	E	pottana	PUTANA
mso	burn	pʌt̪t̪oy	E	pottoi	PETU
mbh	burn	u̯ai(madi)	F	uaimadi	YMATI
gba	burn	veta,borəsa	G	veta, bor3sa	BETA, PURESA
rui	burn	wart̪orborsa	G	wartorborsa	WARTURPURSA
gni	burn	wɛrt̪ʌr,βɛːnt̪a	G	wErtor, bEnta	WERTER, BENTA
gki	burn	wintuŋ,worsa	H	wintuN, worsa	WINTYN, WURSA
grp	burn	wor(kis)maʃtor	I	workismaStor	WURKISMASTUR
psh	burn	workarusimmator,kʌrusu	I	workarusimmator, korusu	WURKARYSIMATUR, KERYSY
glb	burn	workordatur	I	workordatur	WURKURTATYR
gut	burn	βɛːnt̪ʌ	J	bEnto	BENTE
goa	burn	βɛntu	J	bEntu	BENTY
gra	burn	βɛtoɾ,lʌmbet̪isodie	J	bEtor, lombetisodie	BETUR, LEMPETISUTI
mbh	cabbage	-----	?	-----	-----
gbh	cabbage	(akˑi)ɡʰobi	1	akigh~obi	AKIKUPI
gba	cabbage	(akˑi)ɡobi	1	akigobi	AKIKUPI
ktg	cabbage	(aki)ɡobi	1	akigobi	AKIKUPI
mku	cabbage	(aki)ɡolbi	1	akigolbi	AKIKULPI
gch	cabbage	(aki)ɡoβi	1	akigobi	AKIKUBI
gdh	cabbage	(aki)ɡoβi	1	akigobi	AKIKUBI
khu	cabbage	(akkeywaley)ɡoβi	1	akkeiwaleigobi	AKEWALEKUBI
gam	cabbage	(bən)ɡoβi,(patta)ɡoβi	1	b3ngobi, pattagobi	PENKUBI, PATAKUBI
bhe	cabbage	(bəndə)ɡoβi	1	b3nd3gobi	PENTEKUBI
pkh	cabbage	(bunda)ɡolbi	1	bundagolbi	PYNTAKULPI
psh	cabbage	(bunda)ɡulbi	1	bundagulbi	PYNTAKYLPI
gja	cabbage	(daba)ɡobi	1	dabagobi	TAPAKUPI
mal	cabbage	(dʌba)ɡʰobi	1	dobagh~obi	TEPAKUPI
gkt	cabbage	(ɡəta)ɡobi	1	g3tagobi	KETAKUPI
gwa	cabbage	(ɡəʈa)ɡoβi	1	g3tagobi	KETAKUBI
gut	cabbage	(paːnɡ)ɦobi	1	panghobi	PANKHUPI
gse	cabbage	(pan)ɡobi	1	pangobi	PANKUPI
gki	cabbage	(pan)ɡobi	1	pangobi	PANKUPI
gar	cabbage	(pan)ɡobi	1	pangobi	PANKUPI
gra	cabbage	(pan)kopi	1	pankopi	PANKUPI
rui	cabbage	(pəʈa)kobi	1	p3takobi	PETAKUPI
glb	cabbage	(pul)ɡobi	1	pulgobi	PYLKUPI
pmd	cabbage	(pʌta)ɡobi	1	potagobi	PETAKUPI
grp	cabbage	(ɸul)ɡobi	1	pulgobi	BYLKUPI
gok	cabbage	(tʃɪpla)ɡobi	1	tSiplagobi	TSIPLAKUPI
met	cabbage	aːɡobi	1	agobi	AKUPI
gtd	cabbage	ɡhobi	1	ghobi	KHUPI
ght	cabbage	ɡobi	1	gobi	KUPI
dog	cabbage	ɡobi	1	gobi	KUPI
mdh	cabbage	ɡobi	1	gobi	KUPI
gni	cabbage	ɡobi	1	gobi	KUPI
get	cabbage	ɡobi	1	gobi	KUPI
mad	cabbage	ɡobi	1	gobi	KUPI
gcj	cabbage	ɡobi	1	gobi	KUPI
gka	cabbage	ɡobi	1	gobi	KUPI
goa	cabbage	ɡobi	1	gobi	KUPI
bhm	cabbage	ɡobi	1	gobi	KUPI
bhs	cabbage	ɡobi	1	gobi	KUPI
bhb	cabbage	ɡobi	1	gobi	KUPI
mso	cabbage	ɡobi	1	gobi	KUPI
mlj	cabbage	ɡobi	1	gobi	KUPI
mud	cabbage	ɡobi	1	gobi	KUPI
lxg	cabbage	ɡobɪ(palʌ)	1	gobipalo	KUPIPALE
ggg	cabbage	ɡoβi	1	gobi	KUBI
prg	cabbage	ɡoβi	1	gobi	KUBI
bhm	cauliflower	-----	?	-----	-----
gja	cauliflower	(pʰul)ɡobi	1	ph~ulgobi	PYLKUPI
gch	cauliflower	(pʰul)ɡobi	1	ph~ulgobi	PYLKUPI
gar	cauliflower	(phul)ɡoβi	1	phulgobi	PHYLKUBI
gam	cauliflower	(phul)ɡoβi	1	phulgobi	PHYLKUBI
gdh	cauliflower	(phul)ɡoβi	1	phulgobi	PHYLKUBI
khu	cauliflower	(pʰul)ɡoβi	1	ph~ulgobi	PYLKUBI
gwa	cauliflower	(pʰul)ɡoβi	1	ph~ulgobi	PYLKUBI
mlj	cauliflower	(phul)ɡubi	1	phulgubi	PHYLKYPI
gok	cauliflower	(phula)ɡobi	1	phulagobi	PHYLAKUPI
gka	cauliflower	(pʰuŋɡaɖa)ɡobi	1	ph~uNgadagobi	PYNKATAKUPI
gut	cauliflower	(pul)ɡɦobi	1	pulghobi	PYLKHUPI
glb	cauliflower	(pul)ɡobi	1	pulgobi	PYLKUPI
psh	cauliflower	(pul)ɡobi	1	pulgobi	PYLKUPI
pmd	cauliflower	(pul)ɡobi	1	pulgobi	PYLKUPI
pkh	cauliflower	(pul)ɡobi	1	pulgobi	PYLKUPI
gse	cauliflower	(pul)ɡobi	1	pulgobi	PYLKUPI
gra	cauliflower	(pul)kobi	1	pulkobi	PYLKUPI
gkt	cauliflower	(pulwa)ɡolbi	1	pulwagolbi	PYLWAKULPI
mku	cauliflower	(punɡar)ɡobi	1	pungargobi	PYNKARKUPI
gba	cauliflower	(punɡar)ɡobi	1	pungargobi	PYNKARKUPI
get	cauliflower	(punɡur)ɡobi	1	pungurgobi	PYNKYRKUPI
bhb	cauliflower	(puɳɡaɾ)ɡobi	1	pungargobi	PYNKARKUPI
ktg	cauliflower	(puŋɡar)ɡobi	1	puNgargobi	PYNKARKUPI
gbh	cauliflower	(put̪ˑa)ɡʰobi	1	putagh~obi	PYTAKUPI
mal	cauliflower	(pʌl)ɡhobi	1	polghobi	PELKHUPI
met	cauliflower	(pʌŋɡa)ɡobi	1	poNgagobi	PENKAKUPI
gki	cauliflower	(ɸhul)ɡobi	1	phulgobi	BHYLKUPI
goa	cauliflower	(ɸhul)ɡobi	1	phulgobi	BHYLKUPI
ght	cauliflower	(ɸul)ɡohbi	1	pulgohbi	BYLKUHPI
rui	cauliflower	(ɸul)kobi	1	pulkobi	BYLKUPI
grp	cauliflower	(ɸʌl)ɡobi	1	polgobi	BELKUPI
gtd	cauliflower	ɡhobi	1	ghobi	KHUPI
mdh	cauliflower	ɡobi	1	gobi	KUPI
gni	cauliflower	ɡobi	1	gobi	KUPI
mad	cauliflower	ɡobi	1	gobi	KUPI
gcj	cauliflower	ɡobi	1	gobi	KUPI
prg	cauliflower	ɡobi	1	gobi	KUPI
bhs	cauliflower	ɡobi	1	gobi	KUPI
mso	cauliflower	ɡobi	1	gobi	KUPI
mud	cauliflower	ɡobi	1	gobi	KUPI
mbh	cauliflower	ɡobi(ɡada)	1	gobigada	KUPIKATA
lxg	cauliflower	ɡobi(puŋar)	1	gobipuNar	KUPIPYNAR
dog	cauliflower	ɡoβi	1	gobi	KUBI
ggg	cauliflower	ɡoβi	1	gobi	KUBI
bhe	cauliflower	ɡoβi	1	gobi	KUBI
gwa	chicken	kʰor	1	kh~or	KUR
mal	chicken	koɣu	1	koxu	KUGY
mad	chicken	kohuʔ	1	kohu7	KUHYH
rui	chicken	kor	1	kor	KUR
glb	chicken	kor	1	kor	KUR
ktg	chicken	kor	1	kor	KUR
dog	chicken	kor	1	kor	KUR
mdh	chicken	kor	1	kor	KUR
mku	chicken	kor	1	kor	KUR
gja	chicken	kor	1	kor	KUR
gok	chicken	kor	1	kor	KUR
ggg	chicken	kor	1	kor	KUR
khu	chicken	kor	1	kor	KUR
bhe	chicken	kor	1	kor	KUR
prg	chicken	kor	1	kor	KUR
gse	chicken	kor	1	kor	KUR
gki	chicken	kor	1	kor	KUR
gar	chicken	kor	1	kor	KUR
gam	chicken	kor	1	kor	KUR
gch	chicken	kor	1	kor	KUR
gdh	chicken	kor	1	kor	KUR
bhm	chicken	kor	1	kor	KUR
bhs	chicken	kor	1	kor	KUR
goa	chicken	kor(pʌdi)	1	korpodi	KURPETI
lxg	chicken	korːu	1	koru	KURY
grp	chicken	kork	1	kork	KURK
ght	chicken	kork	1	kork	KURK
gni	chicken	koru	1	koru	KURY
get	chicken	koru	1	koru	KURY
gbh	chicken	koru	1	koru	KURY
gra	chicken	koru	1	koru	KURY
bhb	chicken	koru	1	koru	KURY
gka	chicken	koɽ	1	kor	KUR
gut	chicken	koɾ	1	kor	KUR
mso	chicken	koɾ	1	kor	KUR
mud	chicken	koɾ	1	kor	KUR
met	chicken	kɔhuʔ	1	kohu7	KUHYH
mlj	chicken	kɔɾ	1	kor	KUR
gba	chicken	kru	1	kru	KRY
mbh	chicken	pisu	2	pisu	PISY
gtd	chicken	tələŋ	3	t3l3N	TELEN
psh	chicken	tʃiwa	4	tSiwa	TSIWA
pmd	chicken	tʃiwa	4	tSiwa	TSIWA
pkh	chicken	tʃiwa	4	tSiwa	TSIWA
gkt	chicken	tʃiwakʰ	4	tSiwakh~	TSIWAK
gcj	chicken	tʃiwal̆	4	tSiwal	TSIWAL
bhs	child	-----		-----	-----
gbh	child	(tʃinˑu)poɾod	1	tSinuporod	TSINYPURUT
lxg	child	kaːnɖɪ	2	kandi	KANTI
gra	child	kanɖi	2	kandi	KANTI
gni	child	kʌɳɖi	2	kondi	KENTI
gut	child	mod̪ːɛ	3	modE	MUTE
get	child	pedal	4	pedal	PETAL
goa	child	pedkuɭ	4	pedkuL	PETKYL
dog	child	peɖa	4	peda	PETA
rui	child	peɖal	4	pedal	PETAL
gki	child	peɖaɭ	4	pedaL	PETAL
ktg	child	peka	4	peka	PEKA
mdh	child	pekal	4	pekal	PEKAL
mku	child	pekal	4	pekal	PEKAL
mal	child	pekor	4	pekor	PEKUR
gba	child	pekor,pedal	4	pekor, pedal	PEKUR, PETAL
gok	child	peqoɖ	4	peqod	PEKUT
met	child	pilːa	5	pila	PILA
bhm	child	pilːa	5	pila	PILA
bhb	child	pilːa	5	pila	PILA
mbh	child	pila	5	pila	PILA
mso	child	pila	5	pila	PILA
mlj	child	pila	5	pila	PILA
mud	child	pila	5	pila	PILA
mad	child	pilia	5	pilia	PILI
gja	child	poral	1	poral	PURAL
bhe	child	tʃauwa	6	tSauwa	TSAWA
gtd	child	tʃaʌwa	6	tSaowa	TSAWA
gkt	child	tʃawa	6	tSawa	TSAWA
gdh	child	tʃawanɡ	6	tSawang	TSAWANK
gar	child	tʃawaŋ	6	tSawaN	TSAWAN
gam	child	tʃawaŋ	6	tSawaN	TSAWAN
gwa	child	tʃawaŋ	6	tSawaN	TSAWAN
psh	child	tʃəwa	6	tS3wa	TSEWA
pkh	child	tʃəwa	6	tS3wa	TSEWA
gka	child	tʃəwa	6	tS3wa	TSEWA
pmd	child	tʃʌwa	6	tSowa	TSEWA
grp	child	tudal	7	tudal	TYTAL
ght	child	tudal	7	tudal	TYTAL
glb	child	tudal	7	tudal	TYTAL
gcj	child	tudal	7	tudal	TYTAL
ggg	child	tudal	7	tudal	TYTAL
khu	child	tudal	7	tudal	TYTAL
gch	child	tudal	7	tudal	TYTAL
prg	child	tudal,tudi	7	tudal, tudi	TYTAL, TYTI
gse	child	ʈuɖaɭ	7	tudaL	TYTAL
ggg	chili	mɛrtʃ	1	mErtS	MERTS
gok	chili	mid̆i	1	midi	MITI
ktg	chili	miri	1	miri	MIRI
mud	chili	miritʃ	1	miritS	MIRITS
gbh	chili	mirsa	1	mirsa	MIRSA
get	chili	mirʃa	1	mirSa	MIRSA
rui	chili	mirtsæŋe	1	mirtsENe	MIRTSENE
ght	chili	mirtsoŋ	1	mirtsoN	MIRTSUN
gja	chili	mirtʃa	1	mirtSa	MIRTSA
gka	chili	mirtʃa	1	mirtSa	MIRTSA
gar	chili	mirtʃa	1	mirtSa	MIRTSA
gam	chili	mirtʃa	1	mirtSa	MIRTSA
goa	chili	mirtʃa	1	mirtSa	MIRTSA
met	chili	mirtʃa	1	mirtSa	MIRTSA
psh	chili	mirtʃə	1	mirtS3	MIRTSE
pkh	chili	mirtʃə	1	mirtS3	MIRTSE
bhe	chili	mirtʃi	1	mirtSi	MIRTSI
prg	chili	mirtʃi	1	mirtSi	MIRTSI
gwa	chili	mirtʃi	1	mirtSi	MIRTSI
grp	chili	mirtʃin	1	mirtSin	MIRTSIN
khu	chili	mirtʃiŋ	1	mirtSiN	MIRTSIN
gni	chili	mirtʃʌ	1	mirtSo	MIRTSE
pmd	chili	mirtʃʌ	1	mirtSo	MIRTSE
bhm	chili	miɽijak	1	miriyak	MIRIJAK
bhs	chili	miɽijak	1	miriyak	MIRIJAK
bhb	chili	miɽijak	1	miriyak	MIRIJAK
mso	chili	miɾi	1	miri	MIRI
