Language	Concept	IPA	ASJP	SCA
mku	rain	pir	pir	PIR
gni	rain	pirːu	piru	PIRY
lxg	rain	pirːu	piru	PIRY
get	rain	piru	piru	PIRY
gut	rain	pir	pir	PIR
gja	rain	pir	pir	PIR
gbh	rain	piɾu	piru	PIRY
mal	rain	pɛɣu	pExu	PEGY
mbh	rain	peɡo	pego	PEKU
mad	rain	pʲaɣu	py~axu	PAGY
gtd	rain	warʃa	warSa	WARSA
gba	rain	piru	piru	PIRY
gkt	rain	pir	pir	PIR
gok	rain	pir	pir	PIR
psh	rain	pir	pir	PIR
pmd	rain	pir	pir	PIR
pkh	rain	dʒʌdi	dZodi	TSETI
gcj	rain	pilwai̯ta	pilwaita	PILWATA
ggg	rain	pir	pir	PIR
khu	rain	pir	pir	PIR
bhe	rain	pir	pir	PIR
prg	rain	pir	pir	PIR
gka	rain	piɽ	pir	PIR
gse	rain	pir	pir	PIR
gra	rain	pir	pir	PIR
gki	rain	pir	pir	PIR
gar	rain	pir	pir	PIR
gam	rain	pir	pir	PIR
gwa	rain	pir	pir	PIR
gch	rain	pir	pir	PIR
gdh	rain	pir	pir	PIR
goa	rain	piu	piu	PI
met	rain	pʲahuʔ	py~ahu7	PAHYH
bhm	rain	musːuːɾ	musur	MYSYR
bhs	rain	eːɾ	er	ER
bhb	rain	eːɾ	er	ER
mso	rain	ɛɾ	Er	ER
mlj	rain	piɾ	pir	PIR
mud	rain	musuɾ	musur	MYSYR
rui	small	tsydʰar	tsidh~ar	TSYTAR
grp	small	tʃudul	tSudul	TSYTYL
ght	small	tʃudol	tSudol	TSYTUL
glb	small	tʃudol	tSudol	TSYTUL
ktg	small	hudlu	hudlu	HYTLY
dog	small	tʃod̪uɾ	tSodur	TSUTYR
mdh	small	hudla	hudla	HYTLA
mku	small	hudla	hudla	HYTLA
gni	small	tʃud̪ur	tSudur	TSYTYR
lxg	small	tʃuɖːur	tSudur	TSYTYR
get	small	tʃinadu	tSinadu	TSINATY
gut	small	tʃuduɾ	tSudur	TSYTYR
gja	small	hudila	hudila	HYTILA
gbh	small	tʃinˑa	tSina	TSINA
mal	small	udla	udla	YTLA
mbh	small	uˑdit̪a	udita	YTITA
mad	small	uɖila	udila	YTILA
gtd	small	tʃudol	tSudol	TSYTUL
gba	small	udla	udla	YTLA
gkt	small	tʃudol	tSudol	TSYTUL
gok	small	hudla	hudla	HYTLA
psh	small	tʃudol	tSudol	TSYTUL
pmd	small	tʃudol	tSudol	TSYTUL
pkh	small	tʃudol	tSudol	TSYTUL
gcj	small	tʃudol	tSudol	TSYTUL
ggg	small	tʃudur	tSudur	TSYTYR
khu	small	tʃudur	tSudur	TSYTYR
bhe	small	tʃudur	tSudur	TSYTYR
prg	small	tʃudur	tSudur	TSYTYR
gka	small	tʃud̪ur	tSudur	TSYTYR
gse	small	tʃd̪uɾ	tSdur	TSTYR
gra	small	tuɖuɾ	tudur	TYTYR
gki	small	tʃud̪ʰur	tSudh~ur	TSYTYR
gar	small	tʃudur	tSudur	TSYTYR
gam	small	tʃudur	tSudur	TSYTYR
gwa	small	tʃudur	tSudur	TSYTYR
gch	small	tʃudur	tSudur	TSYTYR
gdh	small	tʃudol	tSudol	TSYTUL
goa	small	tʃɪnʌd̪	tSinod	TSINET
met	small	uɖla	udla	YTLA
bhm	small	uɽilʌ	urilo	YRILE
bhs	small	tʃuːɖila	tSudila	TSYTILA
bhb	small	tʃuːɖlor	tSudlor	TSYTLUR
mso	small	uʃilo	uSilo	YSILU
mlj	small	hiɖloɽ	hidlor	HITLUR
mud	small	huʈila	hutila	HYTILA
rui	one	undi	undi	YNTI
grp	one	undi	undi	YNTI
ght	one	undi	undi	YNTI
glb	one	undi	undi	YNTI
ktg	one	undi	undi	YNTI
dog	one	undi	undi	YNTI
mdh	one	undi	undi	YNTI
mku	one	undi	undi	YNTI
gni	one	undi	undi	YNTI
lxg	one	und̪ɪ	undi	YNTI
get	one	uʌdi	uodi	YTI
gut	one	undi	undi	YNTI
gja	one	undi	undi	YNTI
gbh	one	ond̪i	ondi	UNTI
mal	one	undi	undi	YNTI
mbh	one	und̪i	undi	YNTI
mad	one	undi	undi	YNTI
gtd	one	undi	undi	YNTI
gba	one	undi	undi	YNTI
gkt	one	undi	undi	YNTI
gok	one	undi	undi	YNTI
psh	one	untʌl̆	untol	YNTEL
pmd	one	uri	uri	YRI
pkh	one	undʌl	undol	YNTEL
gcj	one	undi	undi	YNTI
ggg	one	undi	undi	YNTI
khu	one	undi	undi	YNTI
bhe	one	undi	undi	YNTI
prg	one	undi	undi	YNTI
gka	one	unɖi	undi	YNTI
gse	one	unɖi	undi	YNTI
gra	one	und̪i	undi	YNTI
gki	one	undi	undi	YNTI
gar	one	undi	undi	YNTI
gam	one	undi	undi	YNTI
gwa	one	undi	undi	YNTI
gch	one	undi	undi	YNTI
gdh	one	undi	undi	YNTI
goa	one	und̪i	undi	YNTI
met	one	und̪i	undi	YNTI
bhm	one	oɳɖ	ond	UNT
bhs	one	oɳdoːj	ondoy	UNTUJ
bhb	one	onɖə	ond3	UNTE
mso	one	und̪i	undi	YNTI
mlj	one	ũɖi	udi	YTI
mud	one	ond̪i	ondi	UNTI
rui	meat	kʰaŋk	kh~aNk	KANK
grp	meat	kankʰ	kankh~	KANK
ght	meat	kank	kank	KANK
glb	meat	sowi	sowi	SUWI
ktg	meat	hʌwi	howi	HEWI
dog	meat	mʌtːʌn	moton	METEN
mdh	meat	hʌviŋ	hoviN	HEBIN
mku	meat	hʌvi	hovi	HEBI
gni	meat	sʌβi	sobi	SEBI
lxg	meat	sʌwɪ	sowi	SEWI
get	meat	hʌvi	hovi	HEBI
gut	meat	sʌvɪŋ	soviN	SEBIN
gja	meat	havi	havi	HABI
gbh	meat	ʌviŋ	oviN	EBIN
mal	meat	aviŋ	aviN	ABIN
mbh	meat	avaŋ	avaN	ABAN
mad	meat	havi	havi	HABI
gtd	meat	kanɖɪke	kandike	KANTIKE
gba	meat	hʌvi	hovi	HEBI
gkt	meat	kaɳk	kank	KANK
gok	meat	hʌi	hoi	HE
psh	meat	soβi	sobi	SUBI
pmd	meat	sikar	sikar	SIKAR
pkh	meat	soβi	sobi	SUBI
gcj	meat	sawi	sawi	SAWI
ggg	meat	kan	kan	KAN
khu	meat	kʰand	kh~and	KANT
bhe	meat	kănd	kand	KANT
prg	meat	kaɳʈ	kant	KANT
gka	meat	səβi	s3bi	SEBI
gse	meat	səβi	s3bi	SEBI
gra	meat	sʌβɪŋ	sobiN	SEBIN
gki	meat	kaɳ	kan	KAN
gar	meat	kaɳ(k)	kank	KANK
gam	meat	səvi	s3vi	SEBI
gwa	meat	kaɳ(k)	kank	KANK
gch	meat	kaɳk	kank	KANK
gdh	meat	kaɳ,səvi	kan, s3vi	KAN, SEBI
goa	meat	haʃi	haSi	HASI
met	meat	haʃ	haS	HAS
bhm	meat	ʌvŋɡ	ovNg	EBNK
bhs	meat	ʌvŋɡ	ovNg	EBNK
bhb	meat	ʌvŋɡ	ovNg	EBNK
mso	meat	ʌwiŋ	owiN	EWIN
mlj	meat	hawĩ	hawi	HAWI
mud	meat	hʌwi	howi	HEWI
rui	nail	t̪iɖin	tidin	TITIN
grp	nail	nakʌn	nakon	NAKEN
ght	nail	nʌkaŋ,tʃin	nokaN, tSin	NEKAN, TSIN
glb	nail	nakun	nakun	NAKYN
ktg	nail	nakun	nakun	NAKYN
dog	nail	tɛliŋka	tEliNka	TELINKA
mdh	nail	hɛɾɛndʒ	hErEndZ	HERENTS
mku	nail	hɨd̆e	h3de	HITE
gni	nail	t̪ɪd̪ɪndʒ	tidindZ	TITINTS
lxg	nail	tiɖ̆əndʒə	tid3ndZ3	TITENTSE
get	nail	hɪɾʌndʒu	hirondZu	HIRENTSY
gut	nail	t̪ʰɪdɪndʒ	th~idindZ	TITINTS
gja	nail	ɡʰoɾ	gh~or	KUR
gbh	nail	ɡʰoɾu	gh~oru	KURY
mal	nail	erɛndʒu	erEndZu	ERENTSY
mbh	nail	idiŋɡ	idiNg	ITINK
mad	nail	irɛndʒu	irEndZu	IRENTSY
gtd	nail	-----	-----	-----
gba	nail	ɡoɾu	goru	KURY
gkt	nail	tidin	tidin	TITIN
gok	nail	tʌdidʒ	todidZ	TETITS
psh	nail	nakun	nakun	NAKYN
pmd	nail	nake	nake	NAKE
pkh	nail	nakun	nakun	NAKYN
gcj	nail	nakun	nakun	NAKYN
ggg	nail	tiɾdus	tirdus	TIRTYS
khu	nail	nakun	nakun	NAKYN
bhe	nail	nakʰun	nakh~un	NAKYN
prg	nail	nakʰa	nakh~a	NAKA
gka	nail	tʃɪn̪	tSin	TSIN
gse	nail	tʃɪn	tSin	TSIN
gra	nail	d̪ɾisku	drisku	TRISKY
gki	nail	t̪iɖin	tidin	TITIN
gar	nail	tʃɪn	tSin	TSIN
gam	nail	tʃɪn	tSin	TSIN
gwa	nail	tidis	tidis	TITIS
gch	nail	tiɖis	tidis	TITIS
gdh	nail	nakʰ	nakh~	NAK
goa	nail	ɡoɾu	goru	KURY
met	nail	eɾɪndʒu	erindZu	ERINTSY
bhm	nail	iɽɲdʒ	ir5dZ	IRNTS
bhs	nail	iɽɲdʒ	ir5dZ	IRNTS
bhb	nail	hiɽɲdʒk	hir5dZk	HIRNTSK
mso	nail	iɖiɲ	idi5	ITIN
mlj	nail	t̪iɾiŋdʒ	tiriNdZ	TIRINTS
mud	nail	hiʈĩdʒ	hitidZ	HITITS
rui	three	mun	mun	MYN
grp	three	mʌnd	mond	MENT
ght	three	mund	mund	MYNT
glb	three	mund	mund	MYNT
ktg	three	mund	mund	MYNT
dog	three	mou̯n	moun	MUN
mdh	three	mund	mund	MYNT
mku	three	mund	mund	MYNT
gni	three	mund̪u	mundu	MYNTY
lxg	three	muːnd̪u	mundu	MYNTY
get	three	mundu	mundu	MYNTY
gut	three	muːdu	mudu	MYTY
gja	three	mundu	mundu	MYNTY
gbh	three	mund̪u	mundu	MYNTY
mal	three	mundu	mundu	MYNTY
mbh	three	mundu	mundu	MYNTY
mad	three	muindu	muindu	MYNTY
gtd	three	munde	munde	MYNTE
gba	three	mundu	mundu	MYNTY
gkt	three	munð	mun8	MYND
gok	three	mund	mund	MYNT
psh	three	munto	munto	MYNTU
pmd	three	mund	mund	MYNT
pkh	three	mundo	mundo	MYNTU
gcj	three	nund	nund	NYNT
ggg	three	mund	mund	MYNT
khu	three	mund	mund	MYNT
bhe	three	mund	mund	MYNT
prg	three	mund	mund	MYNT
gka	three	mund̪	mund	MYNT
gse	three	mun	mun	MYN
gra	three	mund̪u	mundu	MYNTY
gki	three	munɳ	munn	MYNN
gar	three	mund	mund	MYNT
gam	three	mund	mund	MYNT
gwa	three	mund	mund	MYNT
gch	three	mund	mund	MYNT
gdh	three	mund	mund	MYNT
goa	three	mud̪u	mudu	MYTY
met	three	mʌ̃ɖu	modu	METY
bhm	three	muɳɖ	mund	MYNT
bhs	three	muːɳdu	mundu	MYNTY
bhb	three	muːɳɖ	mund	MYNT
mso	three	munʈu	muntu	MYNTY
mlj	three	mũɖ	mud	MYT
mud	three	munʈu	muntu	MYNTY
rui	bite	kəst̪a,kəska	k3sta, k3ska	KESTA, KESKA
grp	bite	wornaraktar	wornaraktar	WURNARAKTAR
ght	bite	kʌsktoɭ	kosktoL	KESKTUL
glb	bite	kʌsktu	kosktu	KESKTY
ktg	bite	workʌditor,kʌdia	workoditor, kodia	WURKETITUR, KETI
dog	bite	kəst̪a,kəska	k3sta, k3ska	KESTA, KESKA
mdh	bite	kʌsktu,kʌska	kosktu, koska	KESKTY, KESKA
mku	bite	horkʌsktur,kʌskʌ	horkosktur, kosko	HURKESKTYR, KESKE
gni	bite	kasktor,kaska	kasktor, kaska	KASKTUR, KASKA
lxg	bite	kʌd̪ːɪtor,kʌd̪ɪa	koditor, kodia	KETITUR, KETI
get	bite	kʌsta,kʌska	kosta, koska	KESTA, KESKA
gut	bite	kʌskβʌl	koskbol	KESKBEL
gja	bite	kaska	kaska	KASKA
gbh	bite	korkodu	korkodu	KURKUTY
mal	bite	kʌskʌto,kʌsta	koskoto, kosta	KESKETU, KESTA
mbh	bite	kasˑkint̪e	kaskinte	KASKINTE
mad	bite	kʌstʌ,kʌskʌ	kosto, kosko	KESTE, KESKE
gtd	bite	olʌkəksitule	olok3ksitule	ULEKEKSITYLE
gba	bite	kʌsta,kʌska	kosta, koska	KESTA, KESKA
gkt	bite	kusksita	kusksita	KYSKSITA
gok	bite	kʌsktur	kosktur	KESKTYR
psh	bite	kusksit	kusksit	KYSKSIT
pmd	bite	kasksit	kasksit	KASKSIT
pkh	bite	kʌsksit	kosksit	KESKSIT
gcj	bite	horkʌsksatul̆	horkosksatul	HURKESKSATYL
ggg	bite	ornatur,kəsktu	ornatur, k3sktu	URNATYR, KESKTY
khu	bite	orkastur,narkat	orkastur, narkat	URKASTYR, NARKAT
bhe	bite	orkəskta,askakeska	ork3skta, askakeska	URKESKTA, ASKAKESKA
prg	bite	olkasktul,kuska	olkasktul, kuska	ULKASKTYL, KYSKA
gka	bite	kastu,kaska	kastu, kaska	KASTY, KASKA
gse	bite	kastuɾ,kaska	kastur, kaska	KASTYR, KASKA
gra	bite	tindʒɛɾmantor,tintʃʌŋ	tindZErmantor, tintSoN	TINTSERMANTUR, TINTSEN
gki	bite	kast̪a,kʌska	kasta, koska	KASTA, KESKA
gar	bite	kasktur,kaska	kasktur, kaska	KASKTYR, KASKA
gam	bite	kasktur,kaska	kasktur, kaska	KASKTYR, KASKA
gwa	bite	kastul,kaskasena	kastul, kaskasena	KASTYL, KASKASENA
gch	bite	-----	-----	-----
gdh	bite	kasktur,kaskə	kasktur, kask3	KASKTYR, KASKE
goa	bite	kaskuta,kaʌska	kaskuta, kaoska	KASKYTA, KASKA
met	bite	kʌstʌ,kʌska	kosto, koska	KESTE, KESKA
bhm	bite	kʌtʃt̪oɾ,kʌtʃʌ	kotStor, kotSo	KETSTUR, KETSE
bhs	bite	kʌst̪oːn,kʌst	koston, kost	KESTUN, KEST
bhb	bite	kʌst̪an,kʌstʃʌ	kostan, kostSo	KESTAN, KESTSE
mso	bite	kʌsksit̪a,kʌskt̪	kosksita, koskt	KESKSITA, KESKT
mlj	bite	kʌsksit̪,kʌska	kosksit, koska	KESKSIT, KESKA
mud	bite	kʌskt̪u,kʌska	kosktu, koska	KESKTY, KESKA
rui	dust	ɡaɡəra	gag3ra	KAKERA
grp	dust	ɡaɡʌra	gagora	KAKERA
ght	dust	ɡaɡara	gagara	KAKARA
glb	dust	ɡaɡɛra	gagEra	KAKERA
ktg	dust	dula	dula	TYLA
dog	dust	ɡaɡʌɾa	gagora	KAKERA
mdh	dust	dud̆o	dudo	TYTU
mku	dust	dʰundo	dh~undo	TYNTU
gni	dust	d̪uba	duba	TYPA
lxg	dust	d̪ubːʌ	dubo	TYPE
get	dust	dum	dum	TYM
gut	dust	duɾdʌ	durdo	TYRTE
gja	dust	ɖʰur	dh~ur	TYR
gbh	dust	d̪ʰumˑu	dh~umu	TYMY
mal	dust	dura	dura	TYRA
mbh	dust	d̪umˑu	dumu	TYMY
mad	dust	dʰura	dh~ura	TYRA
gtd	dust	dhula	dhula	THYLA
gba	dust	d̪um	dum	TYM
gkt	dust	ɡunda	gunda	KYNTA
gok	dust	kudur	kudur	KYTYR
psh	dust	duru	duru	TYRY
pmd	dust	dhuro	dhuro	THYRU
pkh	dust	duru	duru	TYRY
gcj	dust	duru	duru	TYRY
ggg	dust	ɡarɛd	garEd	KARET
khu	dust	ɡʰərdʰə	gh~3rdh~3	KERTE
bhe	dust	budu̯əra	budu3ra	PYTYRA
prg	dust	dudər	dud3r	TYTER
gka	dust	kətʃɛra	k3tSEra	KETSERA
gse	dust	ɡaɡɾa	gagra	KAKRA
gra	dust	d̪ubaʔ	duba7	TYPAH
gki	dust	toɖi	todi	TUTI
gar	dust	ɡaɡəra	gag3ra	KAKERA
gam	dust	ɡaɡra	gagra	KAKRA
gwa	dust	ɡaɡəra	gag3ra	KAKERA
gch	dust	dʰurla	dh~urla	TYRLA
gdh	dust	dʰula	dh~ula	TYLA
goa	dust	mˑuɖʌm	mudom	MYTEM
met	dust	dʰura	dh~ura	TYRA
bhm	dust	ɖuɳɖuːl	dundul	TYNTYL
bhs	dust	ɖuɳɖuːl	dundul	TYNTYL
bhb	dust	ɖuɳɖul	dundul	TYNTYL
mso	dust	d̪uɽko	durko	TYRKU
mlj	dust	ɖhuɽka	dhurka	THYRKA
mud	dust	d̪uɖuko	duduko	TYTYKU
rui	six	saruŋ	saruN	SARYN
grp	six	saruŋ	saruN	SARYN
ght	six	saruŋɡ	saruNg	SARYNK
glb	six	saruŋɡ	saruNg	SARYNK
ktg	six	saruŋ	saruN	SARYN
dog	six	saɾuŋ	saruN	SARYN
mdh	six	saruŋ	saruN	SARYN
mku	six	saruŋ	saruN	SARYN
gni	six	saruŋ	saruN	SARYN
lxg	six	saːruŋ	saruN	SARYN
get	six	haruŋ	haruN	HARYN
gut	six	saːɾu	saru	SARY
gja	six	saruŋ	saruN	SARYN
gbh	six	aɾun	arun	ARYN
mal	six	aruŋ	aruN	ARYN
mbh	six	aɾũ	aru	ARY
mad	six	aruŋ	aruN	ARYN
gtd	six	saruŋe	saruNe	SARYNE
gba	six	haruŋ	haruN	HARYN
gkt	six	saruŋ	saruN	SARYN
gok	six	haruŋɡ	haruNg	HARYNK
psh	six	saryu(tõ)	sariuto	SARYTU
pmd	six	saru	saru	SARY
pkh	six	saryu(to)	sariuto	SARYTU
gcj	six	aruŋ	aruN	ARYN
ggg	six	saruŋ	saruN	SARYN
khu	six	saruŋ	saruN	SARYN
bhe	six	saruŋ	saruN	SARYN
prg	six	saruŋ	saruN	SARYN
gka	six	saruŋ	saruN	SARYN
gse	six	tsaɾuŋ	tsaruN	TSARYN
gra	six	sarũŋ	saruN	SARYN
gki	six	saɾuŋ	saruN	SARYN
gar	six	saruŋ	saruN	SARYN
gam	six	saruŋ	saruN	SARYN
gwa	six	saruŋ	saruN	SARYN
gch	six	saruŋ	saruN	SARYN
gdh	six	saruŋ	saruN	SARYN
goa	six	harjũ	haryu	HARJY
met	six	haɾjuŋ	haryuN	HARJYN
bhm	six	aɾu	aru	ARY
bhs	six	aɾu	aru	ARY
bhb	six	aɾu	aru	ARY
mso	six	hʌi̯ŋ	hoiN	HEN
mlj	six	haɾuŋ	haruN	HARYN
mud	six	aɾuŋ	aruN	ARYN
rui	where	bəɡa	b3ga	PEKA
grp	where	beɡa	bega	PEKA
ght	where	beke	beke	PEKE
glb	where	beɡa	bega	PEKA
ktg	where	beke	beke	PEKE
dog	where	bəɡa	b3ga	PEKA
mdh	where	beke	beke	PEKE
mku	where	beke	beke	PEKE
gni	where	beke	beke	PEKE
lxg	where	bʌɡːʌ	bogo	PEKE
get	where	bʌɡʌ	bogo	PEKE
gut	where	baɡːʌ	bago	PAKE
gja	where	bəɡə	b3g3	PEKE
gbh	where	bʰekˑe	bh~eke	PEKE
mal	where	beɡa	bega	PEKA
mbh	where	bʰeɡˑa	bh~ega	PEKA
mad	where	bekən,beɡa	bek3n, bega	PEKEN, PEKA
gtd	where	beɡa	bega	PEKA
gba	where	bɛke	bEke	PEKE
gkt	where	beɡʰa	begh~a	PEKA
gok	where	bʌke	boke	PEKE
psh	where	bʌɡa	boga	PEKA
pmd	where	bʌɡa	boga	PEKA
pkh	where	bʌɡa	boga	PEKA
gcj	where	bʌɡa	boga	PEKA
ggg	where	beɡə	beg3	PEKE
khu	where	beɡə	beg3	PEKE
bhe	where	beɡə	beg3	PEKE
prg	where	beɡə	beg3	PEKE
gka	where	bʌɡel	bogel	PEKEL
gse	where	bʌɡɛ	bogE	PEKE
gra	where	baɡʌ	bago	PAKE
gki	where	bʌɡa	boga	PEKA
gar	where	beɡe	bege	PEKE
gam	where	beɡe	bege	PEKE
gwa	where	beɡa	bega	PEKA
gch	where	beɡə	beg3	PEKE
gdh	where	beɡa	bega	PEKA
goa	where	bʌɡa,beke	boga, beke	PEKA, PEKE
met	where	beɡːa	bega	PEKA
bhm	where	beɡʌ	bego	PEKE
bhs	where	beɡːa	bega	PEKA
bhb	where	beɡːa	bega	PEKA
mso	where	bʌɡa	boga	PEKA
mlj	where	bʌɡa	boga	PEKA
mud	where	beke	beke	PEKE
rui	you_pl	nimeʈ	nimet	NIMET
grp	you_pl	-----	-----	-----
ght	you_pl	imatsʌbe	imatsobe	IMATSEPE
glb	you_pl	imot	imot	IMUT
ktg	you_pl	nima	nima	NIMA
dog	you_pl	nimeʈ	nimet	NIMET
mdh	you_pl	orku	orku	URKY
mku	you_pl	nimatʰ	nimath~	NIMAT
gni	you_pl	samd̪ir	samdir	SAMTIR
lxg	you_pl	mɪrʌʈu	mirotu	MIRETY
get	you_pl	nime	nime	NIME
gut	you_pl	nɪmet̪u	nimetu	NIMETY
gja	you_pl	miʈ	mit	MIT
gbh	you_pl	-----	-----	-----
mal	you_pl	mit̪ʰu	mith~u	MITY
mbh	you_pl	miɾu	miru	MIRY
mad	you_pl	miʈˑu	mitu	MITY
gtd	you_pl	imoʈwaʈiʈ	imotwatit	IMUTWATIT
gba	you_pl	nimme	nimme	NIME
gkt	you_pl	imət	im3t	IMET
gok	you_pl	-----	-----	-----
psh	you_pl	imar	imar	IMAR
pmd	you_pl	ima	ima	IMA
pkh	you_pl	imar	imar	IMAR
gcj	you_pl	wora	wora	WURA
ggg	you_pl	ɪmaʈ	imat	IMAT
khu	you_pl	ima	ima	IMA
bhe	you_pl	imaʈ,ima	imat, ima	IMAT, IMA
prg	you_pl	ima,imaʈ	ima, imat	IMA, IMAT
gka	you_pl	immeʈ	immet	IMET
gse	you_pl	immeʈ	immet	IMET
gra	you_pl	samɖiɾ	samdir	SAMTIR
gki	you_pl	nime	nime	NIME
gar	you_pl	imeʈ	imet	IMET
gam	you_pl	imeʈ	imet	IMET
gwa	you_pl	imaʈ	imat	IMAT
gch	you_pl	-----	-----	-----
gdh	you_pl	imaʈ	imat	IMAT
goa	you_pl	mimet̪u	mimetu	MIMETY
met	you_pl	miʈʰh	mith~h	MITH
bhm	you_pl	miːɾ	mir	MIR
bhs	you_pl	nima	nima	NIMA
bhb	you_pl	um	um	YM
mso	you_pl	nimaʈʰ	nimath~	NIMAT
mlj	you_pl	nimaʈ	nimat	NIMAT
mud	you_pl	nimaʈʰ	nimath~	NIMAT
rui	teeth	pəɭ	p3L	PEL
grp	teeth	pʌlkʰ	polkh~	PELK
ght	teeth	pʌlk	polk	PELK
glb	teeth	pulk	pulk	PYLK
ktg	teeth	pʌl	pol	PEL
dog	teeth	pʌɭk	poLk	PELK
mdh	teeth	pʌlk	polk	PELK
mku	teeth	pʌlk	polk	PELK
gni	teeth	pʌlku	polku	PELKY
lxg	teeth	pʌl	pol	PEL
get	teeth	pʌl	pol	PEL
gut	teeth	pʌlk	polk	PELK
gja	teeth	pʌlk	polk	PELK
gbh	teeth	palku	palku	PALKY
mal	teeth	pʌlku	polku	PELKY
mbh	teeth	palku	palku	PALKY
mad	teeth	paɭku	paLku	PALKY
gtd	teeth	pʌlkɛ	polkE	PELKE
gba	teeth	pʌɭku	poLku	PELKY
gkt	teeth	pʌlk	polk	PELK
gok	teeth	pʌlk	polk	PELK
psh	teeth	pəlk	p3lk	PELK
pmd	teeth	pulkʰ	pulkh~	PYLK
pkh	teeth	pəlk	p3lk	PELK
gcj	teeth	pulkʰ	pulkh~	PYLK
ggg	teeth	palkʰ	palkh~	PALK
khu	teeth	palk	palk	PALK
bhe	teeth	palkʰ	palkh~	PALK
prg	teeth	palk	palk	PALK
gka	teeth	pʌl	pol	PEL
gse	teeth	pʌl	pol	PEL
gra	teeth	paɭku	paLku	PALKY
gki	teeth	pəɭk	p3Lk	PELK
gar	teeth	pəlk	p3lk	PELK
gam	teeth	pʌlkʰ	polkh~	PELK
gwa	teeth	pəlk	p3lk	PELK
gch	teeth	pəl	p3l	PEL
gdh	teeth	palku	palku	PALKY
goa	teeth	palku	palku	PALKY
met	teeth	paɭko	paLko	PALKU
bhm	teeth	pʌlk	polk	PELK
bhs	teeth	pʌlk	polk	PELK
bhb	teeth	pʌlk	polk	PELK
mso	teeth	pʌlk	polk	PELK
mlj	teeth	pʌlk	polk	PELK
mud	teeth	pʌlk	polk	PELK
rui	give	(won)ʃit̪oħ,ʃim	wonSitoG, Sim	WUNSITUH, SIM
grp	give	worsitor,sisim	worsitor, sisim	WURSITUR, SISIM
ght	give	worʃitor,ʃim	worSitor, Sim	WURSITUR, SIM
glb	give	worsitʌr,situ	worsitor, situ	WURSITER, SITY
ktg	give	worhitor,tʌrʌ	worhitor, toro	WURHITUR, TERE
dog	give	sit̪oɾ,ʃim	sitor, Sim	SITUR, SIM
mdh	give	worsitor,tai	worsitor, tai	WURSITUR, TA
mku	give	hitur,tai	hitur, tai	HITYR, TA
gni	give	sit̪or,sɪm	sitor, sim	SITUR, SIM
lxg	give	ʃiːt̪or,ʃɪːjuːm	Sitor, Siyum	SITUR, SIJYM
get	give	hitor,him	hitor, him	HITUR, HIM
gut	give	siːm	sim	SIM
gja	give	hitor,him	hitor, him	HITUR, HIM
gbh	give	iˑu(du)	iudu	ITY
mal	give	ito,nakim	ito, nakim	ITU, NAKIM
mbh	give	i(madi)	imadi	IMATI
mad	give	itor,him	itor, him	ITUR, HIM
gtd	give	olsisimatol,sisim	olsisimatol, sisim	ULSISIMATUL, SISIM
gba	give	hitor,(h)im	hitor, him	HITUR, HIM
gkt	give	ninesistol,sisim	ninesistol, sisim	NINESISTUL, SISIM
gok	give	worhitur	worhitur	WURHITYR
psh	give	worsisimator,sisum	worsisimator, sisum	WURSISIMATUR, SISYM
pmd	give	sisimatoɭ,tʌra	sisimatoL, tora	SISIMATUL, TERA
pkh	give	horsisimatol	horsisimatol	HURSISIMATUL
gcj	give	horsisimatoɭ,sisim	horsisimatoL, sisim	HURSISIMATUL, SISIM
ggg	give	orsisitur,tara	orsisitur, tara	URSISITYR, TARA
khu	give	orsitur,tara	orsitur, tara	URSITYR, TARA
bhe	give	orsitur,tara(sim)	orsitur, tarasim	URSITYR, TARASIM
prg	give	olsitan,sim	olsitan, sim	ULSITAN, SIM
gka	give	situr,ʃiʃiʃim	situr, SiSiSim	SITYR, SISISIM
gse	give	situɾ,ʃiʃɪm	situr, SiSim	SITYR, SISIM
gra	give	sitoɾ,sim	sitor, sim	SITUR, SIM
gki	give	sitor,ʃim	sitor, Sim	SITUR, SIM
gar	give	sisimatur,ʃiʃim	sisimatur, SiSim	SISIMATYR, SISIM
gam	give	sisimatur,sisim	sisimatur, sisim	SISIMATYR, SISIM
gwa	give	sisitol,sisim	sisitol, sisim	SISITUL, SISIM
gch	give	-----	-----	-----
gdh	give	situl,sisim	situl, sisim	SITYL, SISIM
goa	give	hijʌn,him	hiyon, him	HIJEN, HIM
met	give	hoɾd̪itor,him	horditor, him	HURTITUR, HIM
bhm	give	iːm	im	IM
bhs	give	iːm	im	IM
bhb	give	iːm	im	IM
mso	give	him	him	HIM
mlj	give	him	him	HIM
mud	give	him	him	HIM
rui	feces	-----	-----	-----
grp	feces	sarapi	sarapi	SARAPI
ght	feces	sʌrʌpi	soropi	SEREPI
glb	feces	sʌrapi	sorapi	SERAPI
ktg	feces	hʌrʌp	horop	HEREP
dog	feces	-----	-----	-----
mdh	feces	-----	-----	-----
mku	feces	-----	-----	-----
gni	feces	maid̪aɽ	maidar	MATAR
lxg	feces	mʌɪ̯d̪ad	moidad	METAT
get	feces	pɛlka	pElka	PELKA
gut	feces	peːk	pek	PEK
gja	feces	piɳ	pin	PIN
gbh	feces	pelˑkodu	pelkodu	PELKUTY
mal	feces	pinɡu	pingu	PINKY
mbh	feces	pelˑkumadi	pelkumadi	PELKYMATI
